0.0655680	1884451
0.7046568	328296
1.1011310	1310596
1.2029541	1612457
1.2804251	2901824
1.4209449	1288393
1.5896738	520410
1.7903137	562348
2.0437016	722914
2.3280277	968866
2.5554047	944198
2.6999607	878948
3.1189847	625310
3.3997886	1005234
3.6509137	1050737
3.6601048	1048008
3.8177547	925326
3.8340328	811795
3.9187388	952236
4.0486920	635086
4.3044620	887203
4.3737180	1038200
4.4058042	956387
4.6383901	1086131
4.8268549	699918
4.8371201	825621
4.9776371	786516
5.0100260	485496
5.2166700	529810
5.2813921	434896
5.4017191	578257
5.5654221	1129509
5.5922391	715345
5.6226833	460455
5.9191635	1050550
6.3150425	853216
6.4386036	1123363
6.8186555	1311204
7.5136044	1726303
9.5109804	991623
12.5002303	1231764
13.7888994	1178200
16.1072495	951371
18.3047264	928027
20.6578813	1109613
22.6468863	1335057
24.9148045	1086830
27.3142033	722854
29.3012724	708217
31.5977523	743028
34.7889824	1019957
36.1217194	774712
39.1113625	819351
40.6365314	865184
43.6260355	951336
44.8880365	850611
48.0129225	932956
