1	199192
2	198720
3	198699
4	199198
5	870772
6	801162
7	771313
8	198694
9	723026
10	729490
11	198787
12	1452523
13	620801
14	909732
15	852695
16	199348
17	762994
18	743329
19	1342747
20	1671291
21	1059035
22	1233788
23	1497060
24	1691972
25	370613
26	1623270
27	1200082
28	1398307
29	1253694
30	198737
31	1359687
32	1247557
33	813884
34	198906
35	1178305
36	535411
37	382072
38	199145
39	375033
40	198621
41	535452
42	1467226
43	1102196
44	1074048
45	1647392
46	1113129
47	198849
48	481642
49	974895
50	1068983
51	1199300
52	1144580
53	1322254
54	968423
55	198846
56	961768
57	1174885
58	198990
59	1556309
60	1181441
61	861097
62	1124724
63	998371
64	199229
65	1077426
66	707972
67	1077962
68	668291
69	670986
70	198856
71	657693
72	629208
73	537333
74	199120
75	1387140
76	1034525
77	796094
78	1445608
79	1269271
