0.0010719	3635
0.0023348	3635
0.0043290	3635
0.0066419	3635
0.0238190	5109
0.0917029	5145
0.0940211	3363
0.2081141	43410
0.2133861	1238
0.2755580	5111
0.3932550	1210
0.3935990	3570
0.3946321	3696
0.5128663	42465
0.6792932	58670
0.8350561	5922
1.0660021	18252
1.0695741	13604
1.1462440	8177
1.1840780	5872
1.4080901	653724
1.6355760	148537
1.7996581	195366
1.8245931	1210
1.8766861	1238
1.9666212	54050
1.9667501	2558
1.9720781	2267
1.9857521	2267
2.0569079	1210
2.0683098	13602
2.1353238	5059
2.1467688	13605
2.2013178	13603
2.2319918	3897
2.3116066	5065
2.7491636	626542
3.4040098	29432
3.9026477	640695
4.0564878	42465
4.0567076	167360
4.0763125	13602
4.1225846	13605
4.2001646	1238
4.6243236	197759
5.0714166	103945
5.2118027	94498
5.8630068	61127
6.3800337	132619
6.4925387	122725
6.6229277	95079
6.8470385	23484
6.9782195	58661
7.0824296	30343
7.1383336	48270
7.2169175	1238
7.4523034	13604
8.1514654	29432
8.5912902	13604
8.8804164	88649
9.4542294	36676
9.6642454	61682
9.9937873	45665
10.0345254	60465
10.0353932	13602
10.1128762	37964
10.3913503	32939
10.6356354	60109
10.7984433	49704
10.9401984	7810
11.1568723	74884
11.2405782	33791
11.2579691	53950
11.3572681	9259
11.6734743	13602
12.0145543	39260
12.3488753	88295
12.4912083	19892
12.9957232	48911
13.0705981	44319
13.0714431	1238
13.3775921	54507
13.4139233	96278
13.7459912	77417
14.1161282	10706
14.2484143	63914
14.4416504	193499
14.7333343	70987
15.0888455	119437
15.4398406	57589
15.4454505	57012
15.9944844	84774
16.0601723	42821
16.3476813	91716
16.4215534	48002
17.0423994	122192
17.1604095	73463
17.1637454	1238
17.2269523	60371
17.6610844	57689
17.7382803	135789
17.8369315	48270
18.2306726	197281
18.2324486	24978
18.4075015	104868
19.6634066	52709
20.0264146	63595
20.0368626	99222
20.6755648	203121
20.8986809	166972
21.7732141	239631
22.6241250	51139
23.5245090	89937
24.2335460	103493
25.5110359	790920
25.5112731	200627
26.9912901	296145
26.9972880	59178
27.5074179	303596
27.6485341	170846
27.7179081	126215
27.8779142	120011
28.0494323	187139
28.3794444	53007
29.3836312	78860
29.5504372	29260
29.5513413	198698
29.6953933	84960
30.6685123	51553
30.9777582	34131
31.0654004	61800
31.3121984	90648
31.3627765	225245
31.6999915	45934
33.1401515	181492
33.2224476	32547
33.3899016	53705
33.8564177	168204
33.8569157	206541
34.6365287	313131
34.9727237	66830
35.0638959	207802
35.1712079	5871
35.6942978	92379
36.1664069	134399
36.2844670	1239
36.6863501	2267
36.6864741	2267
37.0768721	1239
37.1202500	418210
38.1144710	531783
38.1927409	5061
38.1936860	499711
38.4406509	1417972
38.8123238	188394
39.3913648	13605
40.1371038	673010
40.3416009	879102
40.5910587	30343
41.2195499	161664
41.8980110	134433
41.9595380	106252
42.6805301	104566
43.2388191	1214015
43.2606821	231018
43.8329761	161194
44.0723042	219015
44.6569862	210776
45.0126383	212011
45.0877461	139540
45.6709371	213693
45.8254972	649148
46.5795531	154501
46.8271072	1123660
47.5490210	173301
48.0123050	670381
48.2211170	781177
48.7357359	326407
49.4323270	165637
49.6409650	143982
50.6804972	472524
51.1748102	144709
51.1852212	198806
51.9713924	304819
52.0288656	5080
52.1309066	1842117
52.8947928	340574
53.7150166	255816
53.7994487	5066
53.9824076	198875
53.9828925	198851
54.9992754	2736727
55.0446756	2698139
55.5332804	251044
56.0427814	579424
56.0442054	488735
56.8004634	515106
56.8453386	612499
57.9302206	513742
57.9916818	198752
57.9998157	81714
