1179080	526	153692,196549,109088,195916,128975,116338,187813,196325,241520,183062,219228,146339,294785,173364,196594,187714,217025,212006,289822,718652,630681,196458,196457,582692,358494,216240,154450,126386,102406,115540,100908,195916,338383,196325,116338,289082,241520,183062,219228,294785,146339,110258,217025,196594,187714,183281,189611,421232,196008,529396,102307,123426,106520,195969,196597,249507,578954,196176,169113,247866,661206,196658,176252,548778,352490,300660,231058,500382,196087,463264,365036,246987,196091,234808,505351,255332,205707,578111,315275,289966,192646,175383,305006,343097,256586,196064,379868,750048,750048
1179080	508	153690,350775,196595,164275,117092,101443,245492,162092,161112,211569,196455,271868,252631,123550,155921,121994,138721,121659,102658,138556,130986,111903,126486,116864,122141,111804,189246,122180,148892,196595,172296,139966,134634,281660,265722,725120,101948,104765,380654,145024,257104,193827,113365,103772,164499,151229,195128,196164,1087439,219475,750050,104766,119680,212090,166343,1733495,755563,903583,250820,250820
1179080	550	153692,128976,196548,195918,196328,116339,241519,183062,219228,294785,146340,110258,217026,187716,189610,196594,183281,599812,331103,196009,102305,215177,106517,195969,196456,718652,630680,289821,196455,196311,582688,196548,154450,216239,126384,102405,100908,115543,195918,338383,116339,196328,289083,219228,241519,183062,294785,110258,146340,217026,187716,196594,189610,183281,331103,421232,196009,102305,198866,106517,123426,195969,196596,249507,578954,196176,169113,247867,661207,176254,352489,548780,196658,231057,300662,500382,196087,463264,246987,365039,505352,196090,234808,255331,205708,394820,196535,289966,315273,192647,175385,343098,256587,196063,1405381,196165,167381,769761,642046,461183,196626,1019937,212005,187816,187816
1179080	559	267992,195918,196546,124283,196325,212005,241521,289080,116339,183061,219228,294787,196594,217026,288951,324112,183281,421229,198864,331103,102307,195969,106518,311820,249508,578954,196177,196597,196457,718652,630681,196455,289825,196311,582689,196546,216241,154451,102406,126385,115543,100909,195918,338383,196325,289080,116339,241521,219228,183061,294787,110256,146340,217026,187715,196594,189609,183281,421229,196004,331103,198864,102307,123425,106518,195969,249508,196597,578954,196177,661203,169113,247867,176250,548779,352491,196659,300661,231057,196084,463265,500380,246987,365038,196090,505352,234807,255331,205705,394820,196535,315274,289966,192647,175386,343098,305006,1405380,891950,413658,750048,163845,163845
1179080	437	196596,350775,153656,196176,349730,153692,101442,198278,169533,132925,304308,211568,196309,582691,196547,216238,102405,154451,126385,115540,100910,195918,338385,196327,250493,116339,241521,114048,219228,294786,110257,161565,156838,189608,100564,196009,358226,331102,198866,106520,119848,195969,167196,249506,270336,134381,191488,247865,169112,293145,548777,301778,176254,201049,103838,105600,188589,215424,158748,110877,222853,254161,115582,175646,118397,181632,116411,121213,148074,134119,111727,177415,286648,594810,116029,147485,343099,133404,558610,1326859,219477,163845,102430,170012,104192,105600,107008,242586,196626,110875,112640,114048,115456,116864,748641,237952,154347,833027,106654,246522,108416,229700,110877,113154,643456,114048,132352,134203,134203
1179080	505	123130,196009,189406,153693,195968,718654,196456,196456,196309,582692,196548,154450,216238,102403,126383,115543,100910,195919,338385,116339,196326,289082,219229,241521,183063,146340,294786,110258,217026,187715,196595,189607,183282,421230,196009,331103,102307,198866,123425,106519,195968,249508,196596,578955,169112,661206,176253,276025,548779,142581,300661,578748,196087,463266,365039,246987,500381,196088,505352,394821,234808,255331,205704,196535,192647,289966,241005,175386,139949,343098,116638,225104,196063,143741,176000,145675,181632,148490,187264,149248,150656,1405354,159772,165778,301655,217886,196626,461186,171566,282010,105244,108063,630680,109824,111232,111232
1179080	520	212007,196547,349918,187816,161836,109333,144063,285484,718654,630681,196457,196309,196547,154451,126385,115542,195919,338384,196328,116340,219228,241521,181811,146341,187713,196594,183281,421232,196009,102308,106519,195970,196597,578952,196175,169112,176254,352489,431279,231056,196088,246986,463267,196087,166171,394819,131439,196535,192646,289964,343096,173870,175645,181632,187264,1405353,347410,347410
1179080	563	153693,128976,124282,195918,196547,212007,196327,187816,289824,718653,630682,196457,196455,196308,108880,582692,196547,216240,193212,254874,115541,100909,195918,338384,116339,196327,289082,183062,241521,219229,146340,294784,110257,187714,217027,196594,189609,183281,421229,331104,196007,198866,102307,123424,106518,129107,195970,249504,196597,578953,196173,169113,661207,247867,176253,196659,548780,352490,231055,300663,196087,500382,463267,246987,365039,196089,505350,234808,255331,205708,394820,196535,315273,192647,289966,175385,256588,343097,305005,196062,196164,219476,891951,163844,1405381,750049,461188,461188
1179080	521	153998,183055,196548,195918,196326,157433,187815,144064,109332,161836,294786,196458,289825,185051,718652,196311,582691,196548,590166,154452,216239,126385,173455,115543,100909,195918,338383,289082,116340,196326,115581,183062,241519,103648,294786,118394,110254,187715,217027,189611,183280,196594,421231,331102,196008,124029,102305,123424,106518,195970,249505,196597,578953,196175,247868,700423,196657,176252,571773,300663,231058,463266,365039,117594,841033,246986,196089,234808,255331,205708,315273,505350,394819,196536,175384,192645,343098,129659,289965,256588,196062,175344,190080,132477,891950,219476,163845,421117,316800,499889,283008,206976,500392,500392
1179080	580	153691,128975,195917,196548,212004,196327,187814,289824,718652,630681,196454,196458,196309,582691,196548,154450,216239,102406,126386,115540,100908,195917,338385,289081,196327,116338,241520,183062,219229,110257,294783,146340,217024,187716,196595,189611,183280,421231,331103,196008,198866,102308,123423,106519,195970,249507,196596,578955,196177,169141,661206,247867,176252,196658,548778,352491,231054,300663,196088,500382,463267,246985,365038,196090,505349,234809,255331,205707,394819,196535,315273,192645,289964,175386,343098,305006,196063,196164,219476,891949,750047,499896,461187,196627,1019936,962181,962181
