1	544947
2	198615
3	130895
4	263292
5	107927
6	115438
7	198490
8	287401
9	155233
10	198866
11	510889
12	144708
13	205024
14	198990
15	181156
16	128643
17	117603
18	140942
19	198909
20	340352
21	454308
22	125264
23	718761
24	199250
25	306695
26	468962
27	1981986
28	1612716
29	387169
30	187136
31	1658296
32	449219
33	636247
34	889422
35	308763
36	587901
37	382349
38	279653
39	468267
40	198711
41	183980
42	1662167
43	358535
44	472757
45	110878
46	598142
47	331364
48	569394
49	479083
50	288785
51	208447
52	529642
53	513980
54	601404
55	1238172
56	314107
57	185300
58	3933994
59	4143742
60	2404887
61	1096528
62	373303
63	2467706
64	896935
65	461184
66	1165795
67	629878
68	1467344
69	4160822
70	3987523
71	1416282
72	1717652
73	3090671
74	236904
75	199034
76	3809202
