1	198839
2	399722
3	350792
4	287739
5	266158
6	198643
7	311047
8	198739
9	450595
10	408243
11	198751
12	255755
13	315563
14	317801
15	198736
16	930869
17	821577
18	517661
19	198954
20	968740
21	198605
22	1518351
23	163098
24	129147
25	716344
26	198911
27	1538189
28	1136409
29	175881
30	198604
31	760954
32	834415
33	329001
34	865881
35	860665
36	395418
37	429087
38	7522699
39	1751962
40	638891
41	198748
42	145166
43	437586
44	202075
45	1244064
46	124921
47	1290894
48	1613242
49	1265419
50	198706
51	779268
52	1229902
53	198835
54	919161
55	1008676
56	651090
57	198654
58	1634434
59	132387
60	198906
61	170807
62	206143
63	1036140
64	475852
65	1349072
