0.0334461	206228
0.0771830	458748
0.2680380	410824
0.7289779	944070
0.7491188	1017063
0.7545497	509833
0.8082018	324602
0.8131218	321871
0.8310068	200339
0.8797026	203053
0.9033356	205902
0.9152305	200416
0.9256756	203454
0.9335675	238539
0.9711196	200177
0.9824076	228628
1.1101665	270262
1.1281426	294723
1.1845706	442302
3.1091545	204865
8.5162096	284240
10.0777886	1183838
12.0682404	516930
14.0579784	208777
15.0499673	294046
17.0360863	209819
18.4901292	223344
18.7520883	240932
19.7419934	203750
21.7321794	244942
23.1630232	614767
24.1141951	226064
26.7205913	227901
28.0635324	209316
29.0522454	839419
