1.00000000000	215841
2.00000000000	40223
3.00000000000	40223
4.00000000000	44222
5.00000000000	55485
6.00000000000	88025
7.00000000000	23936
8.00000000000	40224
9.00000000000	13246
10.00000000000	13243
11.00000000000	60544
12.00000000000	168718
13.00000000000	28160
14.00000000000	19712
15.00000000000	18304
16.00000000000	147718
17.00000000000	57795
18.00000000000	32955
19.00000000000	101295
20.00000000000	34725
21.00000000000	46877
22.00000000000	34732
23.00000000000	198765
24.00000000000	198166
25.00000000000	70742
26.00000000000	37182
27.00000000000	13244
28.00000000000	38016
29.00000000000	369501
30.00000000000	40774
31.00000000000	78466
32.00000000000	31801
33.00000000000	13246
34.00000000000	106172
35.00000000000	31133
36.00000000000	200513
37.00000000000	85103
38.00000000000	77440
39.00000000000	128085
40.00000000000	35977
41.00000000000	32791
42.00000000000	57175
43.00000000000	156288
44.00000000000	11812
45.00000000000	167626
46.00000000000	61116
47.00000000000	58782
48.00000000000	19459
49.00000000000	68992
50.00000000000	35200
51.00000000000	74015
52.00000000000	33574
53.00000000000	234070
54.00000000000	349023
55.00000000000	37180
56.00000000000	39424
57.00000000000	114620
58.00000000000	84549
59.00000000000	166769
60.00000000000	204950
61.00000000000	89277
62.00000000000	47038
63.00000000000	46464
64.00000000000	49280
65.00000000000	47872
66.00000000000	15037
67.00000000000	20130
68.00000000000	49853
69.00000000000	367173
70.00000000000	100541
71.00000000000	52096
72.00000000000	53504
73.00000000000	98277
74.00000000000	55485
75.00000000000	99713
76.00000000000	171617
77.00000000000	56320
78.00000000000	39424
79.00000000000	57728
80.00000000000	40832
81.00000000000	44496
82.00000000000	29629
83.00000000000	389521
84.00000000000	11836
85.00000000000	191688
86.00000000000	377928
87.00000000000	385498
88.00000000000	87868
89.00000000000	46464
90.00000000000	47872
91.00000000000	524930
92.00000000000	303856
93.00000000000	71304
94.00000000000	128567
95.00000000000	45626
96.00000000000	143236
97.00000000000	17118
98.00000000000	47872
99.00000000000	43230
100.00000000000	195385
101.00000000000	23936
102.00000000000	279623
103.00000000000	222980
104.00000000000	81769
105.00000000000	36608
106.00000000000	170013
107.00000000000	36608
108.00000000000	29563
109.00000000000	15373
110.00000000000	86941
111.00000000000	56569
112.00000000000	350014
113.00000000000	40832
114.00000000000	42240
115.00000000000	92806
116.00000000000	34364
117.00000000000	36608
118.00000000000	13244
119.00000000000	78848
120.00000000000	212608
121.00000000000	49556
122.00000000000	28033
123.00000000000	49853
124.00000000000	16896
125.00000000000	28733
126.00000000000	105459
127.00000000000	233539
128.00000000000	180650
129.00000000000	41720
130.00000000000	11264
131.00000000000	71556
132.00000000000	55486
133.00000000000	92574
134.00000000000	215663
135.00000000000	14080
136.00000000000	57728
137.00000000000	94336
138.00000000000	32074
139.00000000000	14080
140.00000000000	59136
141.00000000000	95744
142.00000000000	33792
143.00000000000	15488
144.00000000000	35674
145.00000000000	35200
146.00000000000	15488
147.00000000000	195712
148.00000000000	36608
149.00000000000	16896
150.00000000000	137478
151.00000000000	19712
152.00000000000	21120
153.00000000000	99614
154.00000000000	302720
155.00000000000	16896
156.00000000000	101376
157.00000000000	31933
158.00000000000	102784
159.00000000000	23936
160.00000000000	103838
161.00000000000	104192
162.00000000000	21120
163.00000000000	105600
164.00000000000	22528
165.00000000000	67585
166.00000000000	107008
167.00000000000	26752
168.00000000000	106654
169.00000000000	30720
170.00000000000	50688
171.00000000000	29568
172.00000000000	49280
173.00000000000	29568
174.00000000000	14080
175.00000000000	56320
176.00000000000	30976
177.00000000000	57728
178.00000000000	32384
179.00000000000	33792
180.00000000000	35200
181.00000000000	36608
182.00000000000	38016
183.00000000000	39424
184.00000000000	39149
185.00000000000	330814
186.00000000000	77440
187.00000000000	21120
188.00000000000	285824
189.00000000000	511349
190.00000000000	104192
191.00000000000	29568
192.00000000000	1410288
193.00000000000	36608
194.00000000000	25344
195.00000000000	11510
196.00000000000	37179
197.00000000000	39424
198.00000000000	40832
199.00000000000	16779
200.00000000000	222240
201.00000000000	41403
202.00000000000	18304
203.00000000000	18304
204.00000000000	25344
205.00000000000	26752
206.00000000000	214848
207.00000000000	28160
208.00000000000	32384
209.00000000000	29568
210.00000000000	1069831
211.00000000000	33792
212.00000000000	30976
213.00000000000	63360
214.00000000000	35200
215.00000000000	32384
216.00000000000	64768
217.00000000000	36608
218.00000000000	33792
219.00000000000	66176
220.00000000000	30460
221.00000000000	33792
222.00000000000	67584
223.00000000000	68992
224.00000000000	12672
