70021636	1076	34438,34437,25179,286132,298572,196205,309452,34440,34438,34437,10430,488171,357285,34439,375450,34439,32957,196493,369389,451822,24946,311943,369344,34438,290714,196166,504856,34439,474571,34436,553911,323383,312496,34440,34439,517240,196408,459781,196070,1049943,34436,163785,1451713,889196,2194886,193508,1173900,1543049,1164600,1340153,386249,468270,850944,907742,547149,531901,570841,548926,388235,567837,196003,575155,859041,1300341,865986,195957,991934,1121797,1340435,196566,863994,859883,701036,606386,538946,836200,196084,685517,728552,675264,196641,1083779,864276,814062,195910,867661,575962,541796,551376,11837,757822,476031,949771,348976,863351,814720,31987,960810,688222,34435,380210,42812,1312858,2258520,1187530,398094,398094
70021636	192	34440,34439,35773,15488,166794,34439,196445,110091,150879,100771,21694,242133,196315,99301,190526,97300,150348,126447,196166,101186,141242,125903,196069,163241,101252,196408,106164,34439,35771,133896,34438,45056,120702,129680,34440,24946,23242,23936,34438,25344,26752,11791,295515,34438,34438,196323,64412,56893,34439,84700,42600,63360,34436,34437,18875,15563,151696,212702,192183,160946,34439,227042,51261,293746,108416,68434,195801,222899,108391,68157,60186,36608,145462,68638,77440,109303,61687,64412,14301,71453,29568,39997,15340,49393,88704,70974,38016,20531,67828,171408,82238,96317,12672,22528,49831,62436,49280,90684,104765,26752,47872,54912,50843,13703,44774,101948,59708,113212,53504,32384,59136,54912,33792,35200,107756,223520,339757,23609,90684,133403,19712,47872,68992,49280,70400,50688,50362,38016,234966,276591,329060,210647,47037,130589,39424,49280,67584,40832,50688,27474,92257,78646,21120,132241,107581,56320,155118,506764,238234,45628,253415,196640,171670,116028,12672,40832,42240,72650,61596,57901,45629,128128,47872,56819,99968,248005,36608,38016,124426,241591,38016,53652,287932,39996,124958,42240,251860,43648,46464,118154,45056,47872,49280,19712,107888,195945,80777,75464,25427,399505,399505
70021636	1490	606971,686116,537606,195957,859886,836201,728554,864276,575961,757821,863354,1212470,960811,960811
70021636	1289	415933,435898,382309,173961,244636,34440,34440,379112,34437,196250,366878,34438,386560,34439,196033,377543,34438,960308,716854,642921,560776,1296516,196066,1311138,1389339,670905,723911,1221214,707176,196406,1575059,535359,196323,350274,1451713,1386027,889198,810839,196653,20284,1543047,2318213,1340153,10429,468271,850944,907741,547152,187350,196528,531900,765366,567836,548927,196003,575155,1300340,859040,865985,195957,1340433,991964,1121798,863997,701036,859886,606387,836200,538946,196084,675265,685516,728552,196641,1083781,814062,864276,196566,867658,575962,551376,541796,115579,757822,134406,949768,863353,196367,957077,688221,960811,24947,1187531,1047805,196166,570887,1312860,827055,827055
70021636	339	34440,34438,25011,197845,196229,161847,196446,34440,199449,196164,134139,34435,34439,191172,196070,34437,34440,25916,214355,34439,14652,34440,242713,24945,196408,34438,325447,111068,374821,731373,595304,462968,226776,35200,349726,40832,22528,23936,269317,34013,289286,38588,196527,70972,38016,603327,417288,87014,41404,43436,45056,46464,560954,19597,401016,338225,418941,196566,34437,356819,196083,196655,58781,350656,415612,45915,33792,35200,457939,373085,22952,284516,371744,209991,77086,30976,78848,32384,33792,161920,35200,48287,82717,35348,305968,462684,96798,45056,50688,52096,53504,293260,293260
70021636	791	34438,34438,287932,195748,249043,17469,241593,20284,422429,13244,538093,34439,14080,307360,196165,251344,210956,16057,198373,18379,14653,20285,18877,302099,15563,20283,14155,34438,318561,34439,521570,191846,314981,34439,34439,742224,266915,376669,34439,193818,34437,196653,34437,661153,307364,269698,215994,85051,49852,281529,483585,960847,935659,382310,824477,196505,755832,379990,404143,377545,390084,196530,383812,521445,1121155,836730,963997,1320762,1123441,197411,840942,24947,836582,680217,587935,814056,384910,76606,484807,83072,645591,682508,36406,10429,631187,987935,800798,752107,785733,251553,534027,514949,145978,130570,368246,1047804,949771,863353,196434,814722,688222,960808,827052,335868,500594,704738,146260,20283,1312860,1312860
70021636	817	34439,34438,307365,269698,415612,196291,366580,25344,368248,23102,173785,14654,196303,196164,34439,251346,307361,34440,198373,196069,34437,266237,188797,34440,327512,34439,39998,278564,34439,521571,35862,34438,314978,742222,266917,35773,193815,34439,34439,316484,454052,620774,57728,464258,152064,34438,130280,34440,213154,114048,235275,520546,11264,141448,448146,76032,109824,173422,1039243,244636,115456,468893,876789,332135,35771,256853,40721,669601,209178,196530,1063360,567833,57374,575156,859041,1300341,865986,545017,991936,1340435,1121799,183331,863996,859887,24947,701035,10428,836199,212853,1134905,685512,728554,356876,675263,34440,1083780,864275,814062,867659,196640,575962,551377,541795,195910,757822,1047804,949768,863353,688222,347562,1000781,196431,1767919,827054,827054
70021636	991	34440,210956,196164,251344,34440,34439,198375,34439,34438,34438,549407,327509,318562,34440,34440,517240,302099,314980,34437,373320,824261,209792,34436,196067,455926,22170,34439,374822,307366,542751,13245,1039241,31549,197209,1361355,182573,531899,190873,548928,1126835,575155,859039,865986,196002,1340435,195959,863997,701035,836201,14652,685516,675265,192341,1801903,814064,34437,575961,384937,541793,1047804,196433,949770,863354,814831,814721,688222,960809,1272965,827054,1187531,1312857,1312857
70021636	999	34440,34439,34438,34438,313062,373081,34440,34439,34437,34437,34440,453356,34440,521569,314978,1056223,34437,69562,26752,28160,1261550,889199,1173901,1164598,468268,196503,10428,1128248,859040,865985,1340435,863994,10427,1526807,685515,675265,864276,34438,380211,195911,14653,341677,757821,1584529,814720,863354,196368,827055,960810,960810
70021636	103	13243,20216,48446,47872,26752,28160,29568,15495,221633,29568,33792,105378,76604,80256,34437,34438,48442,79844,116029,75614,16097,60508,81417,76733,50526,66137,31549,85509,33020,33792,73372,26666,82863,57882,33702,120884,53330,42418,132283,41404,87870,42961,18781,47036,62707,70998,57692,86070,47966,18304,118103,149726,46294,56951,210446,64533,30517,55607,52667,48029,44220,74624,58328,61439,62272,39997,63522,38016,64516,49280,75671,78889,54076,85199,38587,77681,120090,71152,65340,16421,35200,16952,58742,39997,17642,67538,41028,31739,55454,60760,132082,85050,65596,34365,22528,178387,46464,25369,47055,108643,55675,79419,15488,14080,11264,18304,18874,84056,15563,12793,51261,44220,23936,25344,60030,144561,30140,32384,30976,33792,32384,35200,33792,224829,54148,26302,30140,35772,37180,67275,30976,38016,33792,38016,32384,39424,35200,39424,12672,18304,19712,76605,11114,35608,20285,83072,11264,22528,61117,20919,23936,23936,25344,25344,26752,26752,32956,28160,28160,29103,29568,30976,20060,22642,19003,25293,25293
